# filename, bb_left, bb_top, bb_right, bb_bottom, white_bg, orientation
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Ofi.jpg,39,147,577,327,1
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_onJ.jpg,40,101,610,363,1
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Wxn.jpg,45,91,602,367,1
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_xSG.jpg,37,96,604,370,1
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yAs.jpg,45,30,576,433,1
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_ylA.jpg,60,193,580,410,0
Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_YSc.jpg,78,187,563,409,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_AWy.jpg,90,71,542,324,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_BFO.jpg,58,210,569,406,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_cBM.jpg,87,195,574,402,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Klc.jpg,59,206,573,410,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_mPe.jpg,15,141,606,328,1
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_NIH.jpg,83,197,572,421,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_QkT.jpg,79,187,566,409,0
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yBL.jpg,83,112,592,354,1
Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_YVt.jpg,54,220,588,432,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_DLO.jpg,35,149,580,342,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_eoU.jpg,20,78,623,372,1
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_iSP.jpg,66,206,561,444,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_JBG.jpg,73,203,500,446,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_KOH.jpg,98,179,533,409,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_nip.jpg,112,85,530,437,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_pdT.jpg,22,125,570,421,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_qbk.jpg,111,117,526,374,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_Sel.jpg,89,159,544,419,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_URz.jpg,57,182,576,402,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_uUU.jpg,40,99,618,370,1
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_uys.jpg,37,90,584,335,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_VbZ.jpg,131,147,594,379,0
Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_Vim.jpg,44,30,598,441,1
